Protein	Localization
MGP	Nucleus
MINA	Nucleus
MKRN1	Nucleus
MPHOSPH6	Nucleus
MRPS18C	Nucleus
MSL1	Nucleus
MSL2	Nucleus
MSL3	Nucleus
MYNN	Nucleus
MYO1D	Nucleus
MZF1	Nucleus
MZT2A	Nucleus
NCBP2	Nucleus
NEURL1B	Nucleus
NFRKB	Nucleus
NFX1	Nucleus
NMNAT1	Nucleus
NOL12	Nucleus
NSUN2	Nucleus
NSUN5	Nucleus
NUFIP1	Nucleus
NUSAP1	Nucleus
ORMDL2	Nucleus
PABPC4	Nucleus
PCGF2	Nucleus
PDCD7	Nucleus
PELP1	Nucleus
PGBD1	Nucleus
PHC1	Nucleus
PHC2	Nucleus
PHF10	Nucleus
PHF12	Nucleus
PHF19	Nucleus
PHF20	Nucleus
PHF6	Nucleus
POLQ	Nucleus
POLR3A	Nucleus
POLR3D	Nucleus
POLR3E	Nucleus
POLR3K	Nucleus
POP5	Nucleus
POP7	Nucleus
PRDM10	Nucleus
PRKDC	Nucleus
PRKRIR	Nucleus
PRPF3	Nucleus
PRPF4	Nucleus
PRPF6	Nucleus
PRPF8	Nucleus
PRR3	Nucleus
PRRC2C	Nucleus
PTN	Nucleus
PUM2	Nucleus
PURA	Nucleus
PURB	Nucleus
RALYL	Nucleus
RBM3	Nucleus
RBM7	Nucleus
RBMS1	Nucleus
RBMS3	Nucleus
RBMX2	Nucleus
RC3H2	Nucleus
REPIN1	Nucleus
REST	Nucleus
RFC3	Nucleus
RMND5B	Nucleus
RNF26	Nucleus
ROS1	Nucleus
RPL10A	Nucleus
RPL13	Nucleus
RPL19	Nucleus
RPL22	Nucleus
RPL24	Nucleus
RPL26	Nucleus
RPL27A	Nucleus
RPL29	Nucleus
RPL31	Nucleus
RPL32	Nucleus
RPL35	Nucleus
RPL36AL	Nucleus
RPL37	Nucleus
RPL5	Nucleus
RPL8	Nucleus
RPLP1	Nucleus
RPP14	Nucleus
RPP21	Nucleus
RPP25L	Nucleus
RPP30	Nucleus
RPP38	Nucleus
RPP40	Nucleus
RPS10	Nucleus
RPS11	Nucleus
RPS12	Nucleus
RPS13	Nucleus
RPS14	Nucleus
RPS15	Nucleus
RPS16	Nucleus
RPS18	Nucleus
RPS19	Nucleus
RPS2	Nucleus
RPS20	Nucleus
RPS23	Nucleus
RPS24	Nucleus
RPS25	Nucleus
RPS27A	Nucleus
RPS28	Nucleus
RPS29	Nucleus
RPS3	Nucleus
RPS3A	Nucleus
RPS5	Nucleus
RPS6	Nucleus
RUSC2	Nucleus
SAP130	Nucleus
SAP30	Nucleus
SAP30L	Nucleus
SART1	Nucleus
SCMH1	Nucleus
SECISBP2	Nucleus
SETBP1	Nucleus
SHPRH	Nucleus
SIGMAR1	Nucleus
SIN3B	Nucleus
SIRT7	Nucleus
SLX4IP	Nucleus
SNRNP200	Nucleus
SNRNP27	Nucleus
SNRNP40	Nucleus
SNRNP48	Nucleus
SP110	Nucleus
SPATS2	Nucleus
SPATS2L	Nucleus
SRBD1	Nucleus
SRP14	Nucleus
SRP9	Nucleus
SRPK1	Nucleus
SRPK2	Nucleus
SRSF6	Nucleus
SUDS3	Nucleus
SUPT20H	Nucleus
SUPT3H	Nucleus
SUPT7L	Nucleus
SYNM	Nucleus
TADA1	Nucleus
TADA2B	Nucleus
TAF10	Nucleus
TAF1A	Nucleus
TAF1C	Nucleus
TAF1D	Nucleus
TAF5L	Nucleus
TAF6L	Nucleus
TAF9B	Nucleus
TARBP2	Nucleus
TCEANC2	Nucleus
TCTN3	Nucleus
TDRD3	Nucleus
TFPT	Nucleus
THAP3	Nucleus
THAP7	Nucleus
THOC1	Nucleus
THOC2	Nucleus
THOC5	Nucleus
THOC6	Nucleus
THOC7	Nucleus
THRAP3	Nucleus
TIGD5	Nucleus
TM7SF3	Nucleus
TMA16	Nucleus
TMEM189	Nucleus
TMEM254	Nucleus
TMEM33	Nucleus
TNRC6B	Nucleus
TOP1	Nucleus
TOP3B	Nucleus
TPGS1	Nucleus
TRIM27	Nucleus
TRMT2A	Nucleus
TRMT61A	Nucleus
TRO	Nucleus
TRRAP	Nucleus
TSPYL1	Nucleus
TXNL4A	Nucleus
UPF1	Nucleus
UPF3A	Nucleus
UPF3B	Nucleus
USP39	Nucleus
WDR24	Nucleus
WDR25	Nucleus
WDR5	Nucleus
WIBG	Nucleus
YBX1	Nucleus
YBX3	Nucleus
YTHDC1	Nucleus
YY1AP1	Nucleus
ZBTB24	Nucleus
ZBTB26	Nucleus
ZBTB47	Nucleus
ZBTB6	Nucleus
ZBTB7A	Nucleus
ZC3H10	Nucleus
ZC3H4	Nucleus
ZC3H6	Nucleus
ZC3H7B	Nucleus
ZCCHC17	Nucleus
ZCCHC3	Nucleus
ZCCHC4	Nucleus
ZCCHC6	Nucleus
ZCCHC8	Nucleus
ZFAT	Nucleus
ZFP30	Nucleus
ZFP37	Nucleus
ZFP82	Nucleus
ZFP90	Nucleus
ZIK1	Nucleus
ZKSCAN2	Nucleus
ZKSCAN8	Nucleus
ZMAT5	Nucleus
ZMYND8	Nucleus
ZNF101	Nucleus
ZNF112	Nucleus
ZNF12	Nucleus
ZNF121	Nucleus
ZNF124	Nucleus
ZNF136	Nucleus
ZNF142	Nucleus
ZNF16	Nucleus
ZNF160	Nucleus
ZNF180	Nucleus
ZNF182	Nucleus
ZNF184	Nucleus
ZNF197	Nucleus
ZNF211	Nucleus
ZNF212	Nucleus
ZNF22	Nucleus
ZNF222	Nucleus
ZNF234	Nucleus
ZNF250	Nucleus
ZNF260	Nucleus
ZNF264	Nucleus
ZNF267	Nucleus
ZNF268	Nucleus
ZNF274	Nucleus
ZNF276	Nucleus
ZNF28	Nucleus
ZNF282	Nucleus
ZNF304	Nucleus
ZNF317	Nucleus
ZNF320	Nucleus
ZNF324	Nucleus
ZNF324B	Nucleus
ZNF335	Nucleus
ZNF337	Nucleus
ZNF341	Nucleus
ZNF354A	Nucleus
ZNF358	Nucleus
ZNF37A	Nucleus
ZNF385A	Nucleus
ZNF394	Nucleus
ZNF398	Nucleus
ZNF407	Nucleus
ZNF408	Nucleus
ZNF416	Nucleus
ZNF417	Nucleus
ZNF430	Nucleus
ZNF431	Nucleus
ZNF432	Nucleus
ZNF449	Nucleus
ZNF468	Nucleus
ZNF48	Nucleus
ZNF480	Nucleus
ZNF483	Nucleus
ZNF506	Nucleus
ZNF526	Nucleus
ZNF530	Nucleus
ZNF548	Nucleus
ZNF549	Nucleus
ZNF550	Nucleus
ZNF551	Nucleus
ZNF555	Nucleus
ZNF569	Nucleus
ZNF57	Nucleus
ZNF584	Nucleus
ZNF587	Nucleus
ZNF587B	Nucleus
ZNF592	Nucleus
ZNF593	Nucleus
ZNF600	Nucleus
ZNF611	Nucleus
ZNF613	Nucleus
ZNF614	Nucleus
ZNF615	Nucleus
ZNF616	Nucleus
ZNF624	Nucleus
ZNF627	Nucleus
ZNF628	Nucleus
ZNF649	Nucleus
ZNF653	Nucleus
ZNF667	Nucleus
ZNF672	Nucleus
ZNF675	Nucleus
ZNF689	Nucleus
ZNF696	Nucleus
ZNF697	Nucleus
ZNF7	Nucleus
ZNF701	Nucleus
ZNF71	Nucleus
ZNF721	Nucleus
ZNF746	Nucleus
ZNF749	Nucleus
ZNF765	Nucleus
ZNF771	Nucleus
ZNF772	Nucleus
ZNF776	Nucleus
ZNF777	Nucleus
ZNF780A	Nucleus
ZNF787	Nucleus
ZNF799	Nucleus
ZNF805	Nucleus
ZNF808	Nucleus
ZNF816	Nucleus
ZNF823	Nucleus
ZNF836	Nucleus
ZNF841	Nucleus
ZNF850	Nucleus
ZNF90	Nucleus
ZNF91	Nucleus
ZNF92	Nucleus
ZNF93	Nucleus
ZNHIT3	Nucleus
ZRSR2	Nucleus
ZSCAN16	Nucleus
ZSCAN25	Nucleus
ZSCAN29	Nucleus
ZSCAN31	Nucleus
ZSCAN9	Nucleus
ZXDC	Nucleus
AKAP8	Nucleus
ATF2	Nucleus
BNC2	Nucleus
BPTF	Nucleus
BTNL9	Nucleus
C15orf27	Nucleus
C19orf68	Nucleus
CBLL1	Nucleus
CBX1	Nucleus
CCDC71L	Nucleus
CDYL	Nucleus
CEBPG	Nucleus
CENPF	Nucleus
CHAF1B	Nucleus
CHAMP1	Nucleus
CIPC	Nucleus
CPSF1	Nucleus
CPSF2	Nucleus
CPSF4	Nucleus
CREB5	Nucleus
CWC25	Nucleus
DEDD	Nucleus
DGCR6L	Nucleus
EHMT1	Nucleus
EHMT2	Nucleus
FIP1L1	Nucleus
FOSB	Nucleus
FUBP3	Nucleus
HCFC2	Nucleus
HELLS	Nucleus
HMGA1	Nucleus
HMGA2	Nucleus
HMGN1	Nucleus
HMGN2	Nucleus
HMGN3	Nucleus
ING4	Nucleus
JADE1	Nucleus
JADE2	Nucleus
JUN	Nucleus
JUNB	Nucleus
KCTD18	Nucleus
KDM5A	Nucleus
KHDRBS3	Nucleus
KIAA1958	Nucleus
KIF20A	Nucleus
LCOR	Nucleus
MAF	Nucleus
MAU2	Nucleus
MDC1	Nucleus
MEAF6	Nucleus
MFAP1	Nucleus
MGA	Nucleus
MLLT10	Nucleus
NDNL2	Nucleus
NFIL3	Nucleus
NFIX	Nucleus
NKTR	Nucleus
NSMCE1	Nucleus
NSMCE2	Nucleus
NSMCE4A	Nucleus
NUP54	Nucleus
NUPL1	Nucleus
PARN	Nucleus
PAX6	Nucleus
PGM5	Nucleus
PHF1	Nucleus
PHF20L1	Nucleus
PHF3	Nucleus
PHRF1	Nucleus
PPM1D	Nucleus
PRDM11	Nucleus
PROX1	Nucleus
PSIP1	Nucleus
RAD18	Nucleus
RAE1	Nucleus
REV1	Nucleus
RGPD3	Nucleus
RRP9	Nucleus
SAMD1	Nucleus
SCAF11	Nucleus
SETD2	Nucleus
SETD5	Nucleus
SIMC1	Nucleus
SMARCA4	Nucleus
SMU1	Nucleus
SNIP1	Nucleus
SYF2	Nucleus
TARDBP	Nucleus
TBP	Nucleus
TEAD1	Nucleus
TERF1	Nucleus
TINF2	Nucleus
TRIM39	Nucleus
TRIM41	Nucleus
TTC14	Nucleus
TWISTNB	Nucleus
USPL1	Nucleus
WDR89	Nucleus
WTAP	Nucleus
ZBTB33	Nucleus
ZC3H13	Nucleus
ZC3H18	Nucleus
ZMAT2	Nucleus
ZMYM3	Nucleus
ZMYM4	Nucleus
ZNF280D	Nucleus
ZNF638	Nucleus
ZNF740	Nucleus
ABCC8	Nucleus
ANKRD32	Nucleus
APOC3	Nucleus
ARID2	Nucleus
BCORL1	Nucleus
BRD7	Nucleus
C14orf93	Nucleus
CCDC59	Nucleus
CCDC71	Nucleus
CDCA7	Nucleus
CENPL	Nucleus
CTDSPL2	Nucleus
DDX21	Nucleus
DDX27	Nucleus
DDX54	Nucleus
DNMT3B	Nucleus
FLYWCH1	Nucleus
FTSJ3	Nucleus
GNL3	Nucleus
GRAMD1C	Nucleus
GTPBP4	Nucleus
H2AFX	Nucleus
H2AFY2	Nucleus
HIST1H1D	Nucleus
HIST2H2AB	Nucleus
HMGN4	Nucleus
HNRNPCL1	Nucleus
ICA1	Nucleus
IKZF5	Nucleus
ITGB3BP	Nucleus
KAT6B	Nucleus
KLHL15	Nucleus
LMNB2	Nucleus
MAK16	Nucleus
MRTO4	Nucleus
MYEF2	Nucleus
NOC3L	Nucleus
NPAT	Nucleus
NSA2	Nucleus
NUP160	Nucleus
NVL	Nucleus
PBRM1	Nucleus
PES1	Nucleus
PHF14	Nucleus
PIF1	Nucleus
POLR1B	Nucleus
PWP1	Nucleus
RBM28	Nucleus
RBM45	Nucleus
REV3L	Nucleus
RGS7	Nucleus
RNF6	Nucleus
RPS19BP1	Nucleus
RRP1	Nucleus
RRP15	Nucleus
RRP1B	Nucleus
RRP8	Nucleus
RSL24D1	Nucleus
SON	Nucleus
SOX11	Nucleus
SP140L	Nucleus
SPOPL	Nucleus
SRSF10	Nucleus
SUV39H1	Nucleus
SYNE1	Nucleus
TMEM194B	Nucleus
WDR74	Nucleus
ZFY	Nucleus
ZNF200	Nucleus
ZNF202	Nucleus
ZNF397	Nucleus
ZNF462	Nucleus
ZNRD1	Nucleus
AASS	Nucleus
ABHD10	Nucleus
ACAD8	Nucleus
ACADL	Nucleus
ACOT1	Nucleus
ACOT2	Nucleus
ACSF3	Nucleus
ACSS1	Nucleus
ACSS3	Nucleus
ACTN1	Nucleus
ACTN3	Nucleus
ACTN4	Nucleus
AEBP2	Nucleus
AGAP1	Nucleus
AHNAK	Nucleus
AHNAK2	Nucleus
AKIRIN2	Nucleus
ALDH1B1	Nucleus
ALDH2	Nucleus
ALDH4A1	Nucleus
ALDH6A1	Nucleus
ALKBH5	Nucleus
AMACR	Nucleus
AMBRA1	Nucleus
ANGEL2	Nucleus
ANKRD11	Nucleus
ANLN	Nucleus
ARGLU1	Nucleus
ARID1A	Nucleus
ARL14EP	Nucleus
ARL6IP4	Nucleus
ARNT	Nucleus
ARNTL2	Nucleus
ARSA	Nucleus
ARSB	Nucleus
ARSK	Nucleus
ASB7	Nucleus
ASUN	Nucleus
ATF7IP	Nucleus
ATM	Nucleus
ATN1	Nucleus
ATPIF1	Nucleus
ATR	Nucleus
ATRIP	Nucleus
ATXN1L	Nucleus
ATXN2L	Nucleus
AUTS2	Nucleus
B3GALTL	Nucleus
BAG4	Nucleus
BCAT2	Nucleus
BCL9	Nucleus
BHLHA9	Nucleus
BOD1L1	Nucleus
BPHL	Nucleus
BRD3	Nucleus
BRD8	Nucleus
BTD	Nucleus
BUB3	Nucleus
C11orf31	Nucleus
C11orf84	Nucleus
C15orf39	Nucleus
C16orf72	Nucleus
C16orf87	Nucleus
C19orf10	Nucleus
C19orf43	Nucleus
C1orf122	Nucleus
C1orf174	Nucleus
C1orf52	Nucleus
C1RL	Nucleus
C20orf112	Nucleus
C21orf33	Nucleus
C6orf57	Nucleus
C7orf55-LUC7L2	Nucleus
C8orf59	Nucleus
C8orf82	Nucleus
C9orf78	Nucleus
CACTIN	Nucleus
CALD1	Nucleus
CASC5	Nucleus
CAT	Nucleus
CBFA2T2	Nucleus
CCDC12	Nucleus
CCDC124	Nucleus
CCDC174	Nucleus
CCDC82	Nucleus
CCNE1	Nucleus
CCNE2	Nucleus
CCNL1	Nucleus
CCNL2	Nucleus
CDC7	Nucleus
CDCA4	Nucleus
CDK11A	Nucleus
CDK11B	Nucleus
CDK12	Nucleus
CDK7	Nucleus
CDKN1A	Nucleus
CDKN2AIP	Nucleus
CDPF1	Nucleus
CDT1	Nucleus
CERCAM	Nucleus
CGGBP1	Nucleus
CHCHD7	Nucleus
CHD8	Nucleus
CHFR	Nucleus
CHTF8	Nucleus
CIZ1	Nucleus
CLASRP	Nucleus
CLK3	Nucleus
CLN5	Nucleus
CLP1	Nucleus
CLPP	Nucleus
CLSPN	Nucleus
CMTR1	Nucleus
CNOT2	Nucleus
CNPY4	Nucleus
COA4	Nucleus
COA5	Nucleus
COA6	Nucleus
COL1A2	Nucleus
COL2A1	Nucleus
COL6A1	Nucleus
COL6A2	Nucleus
CORO1B	Nucleus
CORO1C	Nucleus
CPA4	Nucleus
CPQ	Nucleus
CPSF7	Nucleus
CRAT	Nucleus
CRELD2	Nucleus
CS	Nucleus
CSPP1	Nucleus
CSRP2	Nucleus
CSRP2BP	Nucleus
CTBP2	Nucleus
CTBS	Nucleus
CTSB	Nucleus
CTSC	Nucleus
CTSD	Nucleus
CTSH	Nucleus
CTSL	Nucleus
CTSO	Nucleus
CTSV	Nucleus
CWC15	Nucleus
CWC27	Nucleus
CWF19L2	Nucleus
CXorf56	Nucleus
CYCS	Nucleus
D2HGDH	Nucleus
DAB2	Nucleus
DAPK1	Nucleus
DAPK3	Nucleus
DARS2	Nucleus
DAZAP1	Nucleus
DBF4	Nucleus
DCAF15	Nucleus
DCAF5	Nucleus
DCLRE1C	Nucleus
DDA1	Nucleus
DDB1	Nucleus
DDIT3	Nucleus
DDX1	Nucleus
DDX17	Nucleus
DDX42	Nucleus
DDX46	Nucleus
DEK	Nucleus
DGUOK	Nucleus
DHTKD1	Nucleus
DHX34	Nucleus
DHX38	Nucleus
DIEXF	Nucleus
DNASE2	Nucleus
DNMT1	Nucleus
DPF1	Nucleus
DPP7	Nucleus
DR1	Nucleus
DSCC1	Nucleus
DSN1	Nucleus
DTL	Nucleus
E2F1	Nucleus
E2F3	Nucleus
EAF1	Nucleus
EARS2	Nucleus
ECH1	Nucleus
ECI1	Nucleus
ECM1	Nucleus
EEA1	Nucleus
EIF3D	Nucleus
ELAC2	Nucleus
ELF1	Nucleus
ELF2	Nucleus
ENGASE	Nucleus
EOGT	Nucleus
EP300	Nucleus
ERAP1	Nucleus
ERAP2	Nucleus
ERCC5	Nucleus
ERCC8	Nucleus
ERICH1	Nucleus
ERO1L	Nucleus
ETAA1	Nucleus
ETV1	Nucleus
ETV3	Nucleus
ETV5	Nucleus
ETV6	Nucleus
FAHD1	Nucleus
FAM104A	Nucleus
FAM122A	Nucleus
FAM133B	Nucleus
FAM169A	Nucleus
FAM192A	Nucleus
FAM199X	Nucleus
FAM98B	Nucleus
FBXO38	Nucleus
FDX1	Nucleus
FILIP1L	Nucleus
FKBP2	Nucleus
FKBP5	Nucleus
FKBP7	Nucleus
FKBP9	Nucleus
FLI1	Nucleus
FNIP2	Nucleus
FOXJ3	Nucleus
FOXP1	Nucleus
FOXP4	Nucleus
FUBP1	Nucleus
FUCA1	Nucleus
FUCA2	Nucleus
FUT11	Nucleus
FXN	Nucleus
GAA	Nucleus
GABPB1	Nucleus
GABPB2	Nucleus
GALNS	Nucleus
GANAB	Nucleus
GATM	Nucleus
GCDH	Nucleus
GIGYF2	Nucleus
GLDC	Nucleus
GLUD1	Nucleus
GMEB1	Nucleus
GMEB2	Nucleus
GNB2L1	Nucleus
GNS	Nucleus
GORAB	Nucleus
GOT2	Nucleus
GPALPP1	Nucleus
GPATCH1	Nucleus
GPBP1L1	Nucleus
GPKOW	Nucleus
GPS2	Nucleus
GTF2E2	Nucleus
GTF2H1	Nucleus
GTF2H3	Nucleus
GTF2H5	Nucleus
GTSE1	Nucleus
H6PD	Nucleus
HABP4	Nucleus
HARS2	Nucleus
HDAC1	Nucleus
HDAC3	Nucleus
HDX	Nucleus
HEATR3	Nucleus
HEXA	Nucleus
HEXB	Nucleus
HEXIM1	Nucleus
HEXIM2	Nucleus
HIBADH	Nucleus
HIC1	Nucleus
HIF1A	Nucleus
HINT2	Nucleus
HIVEP1	Nucleus
HIVEP3	Nucleus
HMBOX1	Nucleus
HMG20B	Nucleus
HMGN5	Nucleus
HMGXB3	Nucleus
HNRNPLL	Nucleus
HOMEZ	Nucleus
HSCB	Nucleus
HSF2	Nucleus
HSP90B1	Nucleus
HTATSF1	Nucleus
HTRA2	Nucleus
HYOU1	Nucleus
IARS2	Nucleus
ID1	Nucleus
ID3	Nucleus
IDH3A	Nucleus
IDUA	Nucleus
IER2	Nucleus
IGF2	Nucleus
IGFALS	Nucleus
IPPK	Nucleus
IQCC	Nucleus
IRF2	Nucleus
IRF2BP2	Nucleus
IRX1	Nucleus
ISCA1	Nucleus
ISL2	Nucleus
IVD	Nucleus
JAK3	Nucleus
JMJD6	Nucleus
KBTBD7	Nucleus
KCTD1	Nucleus
KDELC1	Nucleus
KDELC2	Nucleus
KDM3A	Nucleus
KDM4B	Nucleus
KDM4C	Nucleus
KDM5C	Nucleus
KDM6A	Nucleus
KHDRBS1	Nucleus
KHSRP	Nucleus
KIAA0101	Nucleus
KIFC1	Nucleus
KLC3	Nucleus
KLF12	Nucleus
KLF16	Nucleus
KLF3	Nucleus
KLF4	Nucleus
KLF9	Nucleus
KMT2D	Nucleus
KMT2E	Nucleus
LDB1	Nucleus
LENG1	Nucleus
LGMN	Nucleus
LIG1	Nucleus
LIG3	Nucleus
LIG4	Nucleus
LIN37	Nucleus
LIN52	Nucleus
LIN54	Nucleus
LIN9	Nucleus
LMO4	Nucleus
LRR1	Nucleus
LRRC41	Nucleus
LRWD1	Nucleus
LUC7L	Nucleus
LUC7L3	Nucleus
LUZP1	Nucleus
LYRM2	Nucleus
MAB21L1	Nucleus
MAD2L1BP	Nucleus
MAML3	Nucleus
MAN2B1	Nucleus
MAN2B2	Nucleus
MANBA	Nucleus
MANF	Nucleus
MBD3	Nucleus
MBD6	Nucleus
MBIP	Nucleus
MCCC1	Nucleus
MCCC2	Nucleus
MCEE	Nucleus
MCFD2	Nucleus
MCM4	Nucleus
MCM5	Nucleus
MCM6	Nucleus
MCM7	Nucleus
MDM2	Nucleus
ME2	Nucleus
MED15	Nucleus
MEF2A	Nucleus
MEF2C	Nucleus
MEF2D	Nucleus
MEIS1	Nucleus
MEIS2	Nucleus
METTL14	Nucleus
METTL3	Nucleus
MEX3B	Nucleus
MICALL2	Nucleus
MIER1	Nucleus
MIER3	Nucleus
MIS12	Nucleus
MLF2	Nucleus
MLH3	Nucleus
MLYCD	Nucleus
MNT	Nucleus
MORC2	Nucleus
MPG	Nucleus
MPLKIP	Nucleus
MRE11A	Nucleus
MRGBP	Nucleus
MSANTD2	Nucleus
MSANTD4	Nucleus
MSH2	Nucleus
MSH6	Nucleus
MSRB2	Nucleus
MTF1	Nucleus
MXD3	Nucleus
MYBL1	Nucleus
MYSM1	Nucleus
NAB1	Nucleus
NAB2	Nucleus
NACC1	Nucleus
NACC2	Nucleus
NAF1	Nucleus
NAGA	Nucleus
NARS2	Nucleus
NCOA1	Nucleus
NCOA2	Nucleus
NCOA3	Nucleus
NELFB	Nucleus
NELFCD	Nucleus
NENF	Nucleus
NFAT5	Nucleus
NFYA	Nucleus
NFYB	Nucleus
NFYC	Nucleus
NHLRC3	Nucleus
NIPSNAP3A	Nucleus
NKAPL	Nucleus
NONO	Nucleus
NPC2	Nucleus
NR1D2	Nucleus
NR1H2	Nucleus
NSRP1	Nucleus
NT5DC2	Nucleus
NT5DC3	Nucleus
NUCB1	Nucleus
NUDT19	Nucleus
NUDT21	Nucleus
NUDT8	Nucleus
NUFIP2	Nucleus
ORC2	Nucleus
ORC3	Nucleus
OXCT1	Nucleus
PABPN1	Nucleus
PAPOLG	Nucleus
PARP1	Nucleus
PBX1	Nucleus
PCCA	Nucleus
PCCB	Nucleus
PCGF3	Nucleus
PCIF1	Nucleus
PDIA3	Nucleus
PDIA4	Nucleus
PDIA6	Nucleus
PDLIM7	Nucleus
PER2	Nucleus
PHF21A	Nucleus
PHF23	Nucleus
PIAS2	Nucleus
PIAS4	Nucleus
PITRM1	Nucleus
PLA2G15	Nucleus
PLBD2	Nucleus
PLD3	Nucleus
PLOD2	Nucleus
PMPCB	Nucleus
PMS2	Nucleus
PNISR	Nucleus
PNKP	Nucleus
PNPT1	Nucleus
POFUT1	Nucleus
POFUT2	Nucleus
POGK	Nucleus
POGLUT1	Nucleus
POLA1	Nucleus
POLA2	Nucleus
POLB	Nucleus
POLD1	Nucleus
POLD2	Nucleus
POLD3	Nucleus
POLD4	Nucleus
POLE	Nucleus
POLE4	Nucleus
POLR3G	Nucleus
POU2F1	Nucleus
PPIB	Nucleus
PPIC	Nucleus
PPIF	Nucleus
PPIL4	Nucleus
PPP1R18	Nucleus
PPP1R8	Nucleus
PPP4R2	Nucleus
PPT1	Nucleus
PPWD1	Nucleus
PQBP1	Nucleus
PRC1	Nucleus
PRCC	Nucleus
PRCP	Nucleus
PRDM1	Nucleus
PRDM4	Nucleus
PRELID2	Nucleus
PRIM1	Nucleus
PRIM2	Nucleus
PRKCSH	Nucleus
PRKRIP1	Nucleus
PRMT1	Nucleus
PRMT6	Nucleus
PRMT8	Nucleus
PRPF18	Nucleus
PRPF39	Nucleus
PRPF40B	Nucleus
PRR12	Nucleus
PRR14L	Nucleus
PRRC2B	Nucleus
PRRX1	Nucleus
PSME3	Nucleus
PTTG1	Nucleus
PUF60	Nucleus
PUS1	Nucleus
PYGO1	Nucleus
QKI	Nucleus
QRICH1	Nucleus
RAD50	Nucleus
RAD54L2	Nucleus
RAD9A	Nucleus
RARA	Nucleus
RARB	Nucleus
RBBP4	Nucleus
RBBP7	Nucleus
RBL2	Nucleus
RBM12	Nucleus
RBM26	Nucleus
RBM27	Nucleus
RBM33	Nucleus
RBM48	Nucleus
RECQL	Nucleus
RERE	Nucleus
RFX3	Nucleus
RFX7	Nucleus
RFXAP	Nucleus
RNASET2	Nucleus
RNF111	Nucleus
RNF138	Nucleus
RNF219	Nucleus
RNF220	Nucleus
RP9	Nucleus
RPA1	Nucleus
RPRD1A	Nucleus
RPRD1B	Nucleus
RPS21	Nucleus
RPUSD2	Nucleus
RSRC1	Nucleus
RSRC2	Nucleus
RTCB	Nucleus
RTEL1	Nucleus
RTF1	Nucleus
RUNX1	Nucleus
RXRB	Nucleus
S100PBP	Nucleus
SAMHD1	Nucleus
SAP30BP	Nucleus
SATB1	Nucleus
SATB2	Nucleus
SCPEP1	Nucleus
SENP6	Nucleus
SERBP1	Nucleus
SERF2	Nucleus
SERPINB6	Nucleus
SERPINB7	Nucleus
SERPINH1	Nucleus
SERPINI1	Nucleus
SETD1A	Nucleus
SETDB1	Nucleus
SETMAR	Nucleus
SF1	Nucleus
SFMBT1	Nucleus
SFPQ	Nucleus
SFSWAP	Nucleus
SHMT2	Nucleus
SIRT6	Nucleus
SIVA1	Nucleus
SIX4	Nucleus
SKP2	Nucleus
SLBP	Nucleus
SMARCC1	Nucleus
SMARCE1	Nucleus
SMEK1	Nucleus
SMPDL3A	Nucleus
SNAPC3	Nucleus
SNAPC4	Nucleus
SNAPC5	Nucleus
SNRNP70	Nucleus
SNRPA	Nucleus
SNRPC	Nucleus
SNX27	Nucleus
SORBS1	Nucleus
SORBS2	Nucleus
SOX13	Nucleus
SOX4	Nucleus
SOX5	Nucleus
SOX6	Nucleus
SOX9	Nucleus
SP3	Nucleus
SP4	Nucleus
SPARC	Nucleus
SPDL1	Nucleus
SPECC1L	Nucleus
SPTAN1	Nucleus
SPTBN1	Nucleus
SPTBN2	Nucleus
SREK1	Nucleus
SRF	Nucleus
SRRM1	Nucleus
SRRM2	Nucleus
SRSF11	Nucleus
SRSF2	Nucleus
SS18	Nucleus
SSBP4	Nucleus
STK35	Nucleus
SUCLG1	Nucleus
SUMF1	Nucleus
SUMF2	Nucleus
SURF2	Nucleus
SYNGR3	Nucleus
TADA2A	Nucleus
TAF13	Nucleus
TAF3	Nucleus
TAF5	Nucleus
TAF6	Nucleus
TAF8	Nucleus
TBC1D10A	Nucleus
TBL1Y	Nucleus
TCEA2	Nucleus
TCEAL1	Nucleus
TCF12	Nucleus
TCF3	Nucleus
TCF4	Nucleus
TEAD3	Nucleus
TERF2IP	Nucleus
TET2	Nucleus
TET3	Nucleus
TEX9	Nucleus
TFDP2	Nucleus
TGIF1	Nucleus
THNSL1	Nucleus
THRA	Nucleus
THYN1	Nucleus
TIMM23	Nucleus
TIMM8A	Nucleus
TIMM8B	Nucleus
TLE1	Nucleus
TLE3	Nucleus
TLE4	Nucleus
TNKS1BP1	Nucleus
TOPBP1	Nucleus
TOX4	Nucleus
TP53	Nucleus
TP53BP1	Nucleus
TP73	Nucleus
TPR	Nucleus
TPX2	Nucleus
TRERF1	Nucleus
TRIM11	Nucleus
TRIM69	Nucleus
TRMT1	Nucleus
TRMT10A	Nucleus
TRPS1	Nucleus
TSEN2	Nucleus
TSEN54	Nucleus
TSHZ3	Nucleus
TST	Nucleus
TTC33	Nucleus
TXNDC12	Nucleus
UBXN7	Nucleus
USP1	Nucleus
USP10	Nucleus
USP28	Nucleus
USP3	Nucleus
USP48	Nucleus
WBP4	Nucleus
WDHD1	Nucleus
VGLL4	Nucleus
VRK1	Nucleus
XPNPEP3	Nucleus
XRCC2	Nucleus
YAF2	Nucleus
YEATS2	Nucleus
YY1	Nucleus
