Protein	Localization
BICD1	Cytosol
CCNJ	Cytosol
CDC20	Cytosol
CEP170B	Cytosol
CLTA	Cytosol
CLTB	Cytosol
CLTC	Cytosol
DEF8	Cytosol
EDRF1	Cytosol
EIF2A	Cytosol
EIF3I	Cytosol
EIF4A2	Cytosol
FAM102A	Cytosol
FHIT	Cytosol
GGA2	Cytosol
GIGYF1	Cytosol
GIT2	Cytosol
GREB1	Cytosol
HMMR	Cytosol
IFT140	Cytosol
IPPK	Cytosol
ITPKB	Cytosol
JMY	Cytosol
KBTBD8	Cytosol
KCTD3	Cytosol
KPNA3	Cytosol
LNX2	Cytosol
MIB2	Cytosol
MYH10	Cytosol
MYL6	Cytosol
OBFC1	Cytosol
PARD6B	Cytosol
PDE4DIP	Cytosol
PLEKHG4	Cytosol
POTEF	Cytosol
PSMB6	Cytosol
RSPH1	Cytosol
SAMD15	Cytosol
SDCCAG8	Cytosol
SEC16A	Cytosol
SEC24D	Cytosol
SNX27	Cytosol
SNX3	Cytosol
STRN	Cytosol
STRN4	Cytosol
TAX1BP1	Cytosol
TEC	Cytosol
TRIM2	Cytosol
URI1	Cytosol
VPS11	Cytosol
VPS16	Cytosol
VPS18	Cytosol
YTHDF3	Cytosol
ARFGAP2	Cytosol
ARFGAP3	Cytosol
ARFGEF1	Cytosol
ARMC9	Cytosol
BZW2	Cytosol
C7orf25	Cytosol
CARD14	Cytosol
CEP41	Cytosol
CHUK	Cytosol
DCLK1	Cytosol
DIAPH2	Cytosol
DNM1	Cytosol
DPH6	Cytosol
FAM129B	Cytosol
FBXL16	Cytosol
FBXO9	Cytosol
FUK	Cytosol
GAPVD1	Cytosol
GAREM	Cytosol
GCN1L1	Cytosol
GLMN	Cytosol
HEATR6	Cytosol
IKBKAP	Cytosol
IPO4	Cytosol
IRAK1	Cytosol
KIF11	Cytosol
KIF5C	Cytosol
KIFAP3	Cytosol
LPIN3	Cytosol
LRRC58	Cytosol
LYPLA2	Cytosol
MAP3K4	Cytosol
MICAL1	Cytosol
N6AMT2	Cytosol
NFATC2	Cytosol
OXSR1	Cytosol
PCTP	Cytosol
PDPK1	Cytosol
PIK3R1	Cytosol
PREX1	Cytosol
RAP1GAP	Cytosol
RIPK2	Cytosol
RNASEL	Cytosol
SH3BP1	Cytosol
SH3GLB2	Cytosol
STK39	Cytosol
SULT2B1	Cytosol
TBC1D16	Cytosol
TMEM102	Cytosol
TTC27	Cytosol
TUBA1C	Cytosol
UBE3B	Cytosol
ZC3H12A	Cytosol
AAMDC	Cytosol
ACBD7	Cytosol
ALDOC	Cytosol
ANXA6	Cytosol
ATG4A	Cytosol
C1orf123	Cytosol
CAP1	Cytosol
CAP2	Cytosol
CAPN7	Cytosol
CDC37L1	Cytosol
COTL1	Cytosol
CPPED1	Cytosol
EEF1A2	Cytosol
FBP1	Cytosol
FBXW2	Cytosol
FCHSD1	Cytosol
FKBP1A	Cytosol
GCLC	Cytosol
GDI1	Cytosol
GFPT1	Cytosol
GGACT	Cytosol
GLCCI1	Cytosol
GOT1	Cytosol
GSTM3	Cytosol
IFIH1	Cytosol
IKBKG	Cytosol
ME1	Cytosol
MTPN	Cytosol
NADSYN1	Cytosol
NME1-NME2	Cytosol
NUTF2	Cytosol
PAICS	Cytosol
PDCL	Cytosol
PGD	Cytosol
PLCG2	Cytosol
PYCARD	Cytosol
RRM1	Cytosol
S100P	Cytosol
SERPINB8	Cytosol
SMAP2	Cytosol
STARD5	Cytosol
TBCD	Cytosol
TES	Cytosol
TGM2	Cytosol
THNSL2	Cytosol
UGP2	Cytosol
ADAP1	Cytosol
ADSSL1	Cytosol
AKR1C2	Cytosol
ARPP19	Cytosol
C1orf122	Cytosol
C3orf83	Cytosol
CHMP1A	Cytosol
CHMP1B	Cytosol
CHMP3	Cytosol
CLNS1A	Cytosol
CORO1A	Cytosol
CORO1B	Cytosol
CSRP2	Cytosol
CUTA	Cytosol
DAP	Cytosol
DCAF16	Cytosol
DNAJB1	Cytosol
DNAJC2	Cytosol
DNAL1	Cytosol
EGLN1	Cytosol
EIF4B	Cytosol
EIF5	Cytosol
EIF5A	Cytosol
ENY2	Cytosol
FN3K	Cytosol
GIPC3	Cytosol
GLO1	Cytosol
GRB2	Cytosol
HINT1	Cytosol
HNMT	Cytosol
LRRC47	Cytosol
MAP1B	Cytosol
MB	Cytosol
MGMT	Cytosol
MYEOV2	Cytosol
NAPRT1	Cytosol
NCOA7	Cytosol
PAFAH1B2	Cytosol
PDLIM1	Cytosol
PDXK	Cytosol
PIN1	Cytosol
PSMG3	Cytosol
RCHY1	Cytosol
RNF114	Cytosol
S100A13	Cytosol
SAT2	Cytosol
SRA1	Cytosol
TAGLN	Cytosol
TJAP1	Cytosol
TRIM44	Cytosol
TSNAX	Cytosol
TTC9C	Cytosol
UBAP2	Cytosol
UBE3A	Cytosol
UCHL3	Cytosol
WASH4P	Cytosol
VCPKMT	Cytosol
VHL	Cytosol
WWTR1	Cytosol
ZFAND2B	Cytosol
ZNF428	Cytosol
SEPT5	Cytosol
SEPT6	Cytosol
SEPT8	Cytosol
A1BG	Cytosol
AAGAB	Cytosol
AAMP	Cytosol
AAR2	Cytosol
AARSD1	Cytosol
ABCA7	Cytosol
ABCB4	Cytosol
ABCE1	Cytosol
ABCF2	Cytosol
ABCF3	Cytosol
ABHD4	Cytosol
ABI1	Cytosol
ABI2	Cytosol
ABLIM2	Cytosol
ABTB2	Cytosol
ACACA	Cytosol
ACAP3	Cytosol
ACBD3	Cytosol
ACCS	Cytosol
ACD	Cytosol
ACO1	Cytosol
ACOT4	Cytosol
ACOT7	Cytosol
ACTA1	Cytosol
ACTB	Cytosol
ACTBL2	Cytosol
ACTG1	Cytosol
ACTL6A	Cytosol
ACTN2	Cytosol
ACTN3	Cytosol
ACTR1B	Cytosol
ACTR3B	Cytosol
ACY1	Cytosol
ADA	Cytosol
ADAL	Cytosol
ADCY10	Cytosol
ADD1	Cytosol
ADD3	Cytosol
ADIRF	Cytosol
ADSS	Cytosol
AFAP1L2	Cytosol
AFF3	Cytosol
AFM	Cytosol
AFTPH	Cytosol
AGAP1	Cytosol
AGAP2	Cytosol
AGAP3	Cytosol
AGL	Cytosol
AHI1	Cytosol
AHSG	Cytosol
AIDA	Cytosol
AIF1L	Cytosol
AIMP1	Cytosol
AIMP2	Cytosol
AKAP10	Cytosol
AKR1B10	Cytosol
AKR1C3	Cytosol
AKR7A2	Cytosol
AKT1S1	Cytosol
ALAD	Cytosol
ALB	Cytosol
ALDH16A1	Cytosol
ALDH3A1	Cytosol
ALDH7A1	Cytosol
ALG13	Cytosol
ALKBH4	Cytosol
ALMS1	Cytosol
ALOXE3	Cytosol
ALS2CL	Cytosol
AMD1	Cytosol
AMMECR1	Cytosol
AMPD3	Cytosol
AMZ1	Cytosol
AMZ2	Cytosol
ANAPC1	Cytosol
ANAPC11	Cytosol
ANAPC15	Cytosol
ANAPC16	Cytosol
ANAPC2	Cytosol
ANAPC4	Cytosol
ANAPC5	Cytosol
ANK1	Cytosol
ANK2	Cytosol
ANK3	Cytosol
ANKFY1	Cytosol
ANKRA2	Cytosol
ANKRD13A	Cytosol
ANKRD13B	Cytosol
ANKRD13D	Cytosol
ANKRD16	Cytosol
ANKRD17	Cytosol
ANKRD26	Cytosol
ANKRD36C	Cytosol
ANKRD39	Cytosol
ANKRD40	Cytosol
ANKRD49	Cytosol
ANKRD52	Cytosol
ANKRD9	Cytosol
ANKS6	Cytosol
ANKZF1	Cytosol
ANXA2	Cytosol
ANXA3	Cytosol
ANXA4	Cytosol
AP1B1	Cytosol
AP1S2	Cytosol
AP1S3	Cytosol
AP3B2	Cytosol
AP3S2	Cytosol
AP4B1	Cytosol
AP4M1	Cytosol
AP4S1	Cytosol
AP5B1	Cytosol
AP5M1	Cytosol
AP5S1	Cytosol
AP5Z1	Cytosol
APAF1	Cytosol
APBA1	Cytosol
APBA2	Cytosol
APBB2	Cytosol
APC	Cytosol
APCS	Cytosol
APEH	Cytosol
APEX2	Cytosol
APIP	Cytosol
APOA1	Cytosol
APOA2	Cytosol
APOA4	Cytosol
APOB	Cytosol
APOH	Cytosol
APPBP2	Cytosol
APPL2	Cytosol
AR	Cytosol
ARAF	Cytosol
ARAP2	Cytosol
ARF4	Cytosol
ARF5	Cytosol
ARFGAP1	Cytosol
ARFIP1	Cytosol
ARFIP2	Cytosol
ARHGAP1	Cytosol
ARHGAP10	Cytosol
ARHGAP18	Cytosol
ARHGAP24	Cytosol
ARHGAP26	Cytosol
ARHGAP29	Cytosol
ARHGAP44	Cytosol
ARHGEF1	Cytosol
ARHGEF11	Cytosol
ARHGEF12	Cytosol
ARHGEF16	Cytosol
ARHGEF19	Cytosol
ARHGEF2	Cytosol
ARHGEF28	Cytosol
ARHGEF35	Cytosol
ARL14EP	Cytosol
ARL2	Cytosol
ARL2BP	Cytosol
ARL3	Cytosol
ARMC7	Cytosol
ARMC8	Cytosol
ARMCX5	Cytosol
ARPC1A	Cytosol
ARPC3	Cytosol
ARR3	Cytosol
ARRB1	Cytosol
ARRB2	Cytosol
AS3MT	Cytosol
ASB1	Cytosol
ASB13	Cytosol
ASB6	Cytosol
ASB9	Cytosol
ASCC1	Cytosol
ASCC2	Cytosol
ASCC3	Cytosol
ASL	Cytosol
ASNS	Cytosol
ASNSD1	Cytosol
ASRGL1	Cytosol
ATAT1	Cytosol
ATG10	Cytosol
ATG14	Cytosol
ATG2A	Cytosol
ATHL1	Cytosol
ATOX1	Cytosol
ATP4A	Cytosol
ATP6V1B1	Cytosol
ATP6V1B2	Cytosol
ATP6V1D	Cytosol
ATP6V1G1	Cytosol
ATP6V1H	Cytosol
ATXN10	Cytosol
ATXN2L	Cytosol
ATXN7	Cytosol
AURKA	Cytosol
AXIN1	Cytosol
AZGP1	Cytosol
AZI2	Cytosol
AZIN1	Cytosol
B3GNTL1	Cytosol
BABAM1	Cytosol
BACH1	Cytosol
BAG4	Cytosol
BAG5	Cytosol
BAIAP2L1	Cytosol
BBS2	Cytosol
BBS9	Cytosol
BCAS1	Cytosol
BCAS4	Cytosol
BCDIN3D	Cytosol
BCL3	Cytosol
BECN1	Cytosol
BICD2	Cytosol
BLMH	Cytosol
BLOC1S2	Cytosol
BLOC1S3	Cytosol
BLOC1S4	Cytosol
BLOC1S5	Cytosol
BLOC1S6	Cytosol
BLVRA	Cytosol
BMPER	Cytosol
BNIP2	Cytosol
BOD1	Cytosol
BOLA1	Cytosol
BPGM	Cytosol
BRAP	Cytosol
BRAT1	Cytosol
BRE	Cytosol
BRIP1	Cytosol
BRK1	Cytosol
BRSK2	Cytosol
BSDC1	Cytosol
BTBD7	Cytosol
BTG1	Cytosol
BZW1	Cytosol
C10orf76	Cytosol
C11orf49	Cytosol
C11orf54	Cytosol
C11orf73	Cytosol
C11orf74	Cytosol
C12orf66	Cytosol
C14orf79	Cytosol
C14orf80	Cytosol
C15orf40	Cytosol
C15orf41	Cytosol
C15orf57	Cytosol
C16orf62	Cytosol
C16orf72	Cytosol
C16orf96	Cytosol
C17orf103	Cytosol
C17orf53	Cytosol
C17orf70	Cytosol
C17orf75	Cytosol
C18orf8	Cytosol
C19orf54	Cytosol
C19orf55	Cytosol
C19orf60	Cytosol
C19orf66	Cytosol
C1orf106	Cytosol
C1orf109	Cytosol
C1orf116	Cytosol
C1orf53	Cytosol
C1orf74	Cytosol
C1orf86	Cytosol
C1QB	Cytosol
C1R	Cytosol
C1S	Cytosol
C21orf59	Cytosol
C21orf91	Cytosol
C2CD5	Cytosol
C2orf44	Cytosol
C2orf74	Cytosol
C2orf76	Cytosol
C3	Cytosol
C3orf38	Cytosol
C4BPA	Cytosol
C4BPB	Cytosol
C4orf21	Cytosol
C4orf33	Cytosol
C4orf46	Cytosol
C5	Cytosol
C5orf30	Cytosol
C5orf34	Cytosol
C5orf51	Cytosol
C5orf54	Cytosol
C6	Cytosol
C6orf62	Cytosol
C7	Cytosol
C7orf49	Cytosol
C7orf60	Cytosol
C8A	Cytosol
C8orf37	Cytosol
C9	Cytosol
C9orf142	Cytosol
C9orf156	Cytosol
C9orf40	Cytosol
C9orf72	Cytosol
CA2	Cytosol
CA8	Cytosol
CAB39	Cytosol
CAB39L	Cytosol
CACNB3	Cytosol
CADPS2	Cytosol
CALB1	Cytosol
CALCOCO2	Cytosol
CALML3	Cytosol
CALML5	Cytosol
CAMK1D	Cytosol
CAMK2B	Cytosol
CAMK2N1	Cytosol
CAMKK1	Cytosol
CAMKK2	Cytosol
CAMSAP1	Cytosol
CAMSAP2	Cytosol
CAMSAP3	Cytosol
CAND1	Cytosol
CAND2	Cytosol
CAPG	Cytosol
CAPN13	Cytosol
CAPN15	Cytosol
CAPN9	Cytosol
CAPZA1	Cytosol
CAPZA2	Cytosol
CAPZB	Cytosol
CARD10	Cytosol
CARD8	Cytosol
CARHSP1	Cytosol
CARKD	Cytosol
CARM1	Cytosol
CARS	Cytosol
CASKIN1	Cytosol
CASP2	Cytosol
CASP6	Cytosol
CASP8	Cytosol
CASP9	Cytosol
CBLB	Cytosol
CBWD2	Cytosol
CBY1	Cytosol
CC2D1A	Cytosol
CCBL2	Cytosol
CCDC101	Cytosol
CCDC102A	Cytosol
CCDC104	Cytosol
CCDC122	Cytosol
CCDC124	Cytosol
CCDC170	Cytosol
CCDC23	Cytosol
CCDC28A	Cytosol
CCDC37	Cytosol
CCDC41	Cytosol
CCDC53	Cytosol
CCDC57	Cytosol
CCDC66	Cytosol
CCDC83	Cytosol
CCDC85B	Cytosol
CCDC88C	Cytosol
CCHCR1	Cytosol
CCM2	Cytosol
CCNA2	Cytosol
CCNDBP1	Cytosol
CCP110	Cytosol
CCR8	Cytosol
CCT6B	Cytosol
CDC16	Cytosol
CDC26	Cytosol
CDC42BPA	Cytosol
CDC42BPB	Cytosol
CDC42BPG	Cytosol
CDC42EP2	Cytosol
CDCA4	Cytosol
CDK16	Cytosol
CDK18	Cytosol
CDK2	Cytosol
CDK4	Cytosol
CDK5RAP2	Cytosol
CDKN1C	Cytosol
CDKN2B	Cytosol
CDKN2C	Cytosol
CDKN2D	Cytosol
CDKN3	Cytosol
CDR2	Cytosol
CENPE	Cytosol
CENPJ	Cytosol
CEP104	Cytosol
CEP170	Cytosol
CEP250	Cytosol
CEP55	Cytosol
CEP63	Cytosol
CEP76	Cytosol
CEP85L	Cytosol
CEP95	Cytosol
CEP97	Cytosol
CETN2	Cytosol
CETN3	Cytosol
CFD	Cytosol
CFH	Cytosol
CFHR5	Cytosol
CFI	Cytosol
CFL2	Cytosol
CGN	Cytosol
CGNL1	Cytosol
CHAC2	Cytosol
CHEK1	Cytosol
CHKB	Cytosol
CHMP2B	Cytosol
CHMP4A	Cytosol
CHMP4C	Cytosol
CHMP7	Cytosol
CHN1	Cytosol
CINP	Cytosol
CIT	Cytosol
CKAP5	Cytosol
CLASP1	Cytosol
CLEC16A	Cytosol
CLEC3B	Cytosol
CLIC3	Cytosol
CLIC6	Cytosol
CLIP2	Cytosol
CLUAP1	Cytosol
CMIP	Cytosol
CNBP	Cytosol
CNDP1	Cytosol
CNOT8	Cytosol
CNTN4	Cytosol
COA4	Cytosol
COBLL1	Cytosol
COG1	Cytosol
COG2	Cytosol
COG3	Cytosol
COG5	Cytosol
COG6	Cytosol
COG7	Cytosol
COG8	Cytosol
COL1A2	Cytosol
COL3A1	Cytosol
COL7A1	Cytosol
COL9A2	Cytosol
COMMD1	Cytosol
COMMD10	Cytosol
COMMD2	Cytosol
COMMD3	Cytosol
COMMD5	Cytosol
COMMD7	Cytosol
COMMD8	Cytosol
COMMD9	Cytosol
COMP	Cytosol
COMT	Cytosol
COPB1	Cytosol
COPE	Cytosol
COPG2	Cytosol
COPRS	Cytosol
COPS2	Cytosol
COPS3	Cytosol
COPS5	Cytosol
COPS6	Cytosol
COPS7B	Cytosol
COPS8	Cytosol
CORO7	Cytosol
CP	Cytosol
CPEB2	Cytosol
CPEB3	Cytosol
CPLX1	Cytosol
CPN2	Cytosol
CPNE1	Cytosol
CPNE2	Cytosol
CPNE4	Cytosol
CPNE7	Cytosol
CPSF3	Cytosol
CRABP1	Cytosol
CRADD	Cytosol
CRIP2	Cytosol
CRISP3	Cytosol
CROCC	Cytosol
CRYAA	Cytosol
CRYBG3	Cytosol
CRYL1	Cytosol
CRYZ	Cytosol
CRYZL1	Cytosol
CSAD	Cytosol
CSDE1	Cytosol
CSNK1G1	Cytosol
CSNK2A1	Cytosol
CSNK2A2	Cytosol
CSPP1	Cytosol
CSRP1	Cytosol
CSRP3	Cytosol
CSTA	Cytosol
CSTF2T	Cytosol
CTAGE5	Cytosol
CTC1	Cytosol
CTGF	Cytosol
CTTN	Cytosol
CTU1	Cytosol
CTXN1	Cytosol
CUEDC1	Cytosol
CUL2	Cytosol
CUL3	Cytosol
CUL4A	Cytosol
CUL5	Cytosol
CYFIP1	Cytosol
CYFIP2	Cytosol
CYLD	Cytosol
CYP4Z1	Cytosol
CYTH2	Cytosol
DAB2IP	Cytosol
DALRD3	Cytosol
DAPK3	Cytosol
DARS	Cytosol
DCAF10	Cytosol
DCAF11	Cytosol
DCAF6	Cytosol
DCAF7	Cytosol
DCK	Cytosol
DCST1	Cytosol
DCTN3	Cytosol
DCXR	Cytosol
DDAH2	Cytosol
DDB1	Cytosol
DDT	Cytosol
DDX19A	Cytosol
DDX43	Cytosol
DEF6	Cytosol
DENND1A	Cytosol
DENND1B	Cytosol
DENND3	Cytosol
DENND4A	Cytosol
DENND4B	Cytosol
DENND6A	Cytosol
DEPTOR	Cytosol
DESI1	Cytosol
DET1	Cytosol
DFNB31	Cytosol
DGCR6L	Cytosol
DGKA	Cytosol
DGKD	Cytosol
DGKH	Cytosol
DGKQ	Cytosol
DHPS	Cytosol
DHRS11	Cytosol
DHRS12	Cytosol
DHX29	Cytosol
DHX32	Cytosol
DIAPH3	Cytosol
DIP2C	Cytosol
DLX1	Cytosol
DMKN	Cytosol
DMPK	Cytosol
DMTN	Cytosol
DMWD	Cytosol
DNAH1	Cytosol
DNAJA1	Cytosol
DNAJA2	Cytosol
DNAJA4	Cytosol
DNAJB2	Cytosol
DNAJB5	Cytosol
DNAJC12	Cytosol
DNAJC18	Cytosol
DNAJC22	Cytosol
DNAJC6	Cytosol
DNAL4	Cytosol
DNM1L	Cytosol
DNPEP	Cytosol
DNPH1	Cytosol
DOC2A	Cytosol
DOCK5	Cytosol
DOK1	Cytosol
DOK7	Cytosol
DPCD	Cytosol
DPH1	Cytosol
DPP8	Cytosol
DPP9	Cytosol
DPYSL2	Cytosol
DPYSL3	Cytosol
DPYSL4	Cytosol
DPYSL5	Cytosol
DRG1	Cytosol
DSP	Cytosol
DST	Cytosol
DTD2	Cytosol
DTWD2	Cytosol
DTX3	Cytosol
DTX3L	Cytosol
DUS2	Cytosol
DUS4L	Cytosol
DUSP23	Cytosol
DUSP9	Cytosol
DUT	Cytosol
DVL3	Cytosol
DYM	Cytosol
DYNC2H1	Cytosol
DYNC2LI1	Cytosol
DYNLL1	Cytosol
DYNLL2	Cytosol
DYRK1B	Cytosol
DZANK1	Cytosol
E2F4	Cytosol
E2F5	Cytosol
E4F1	Cytosol
ECE2	Cytosol
ECM1	Cytosol
EDA	Cytosol
EDARADD	Cytosol
EDC3	Cytosol
EDC4	Cytosol
EEFSEC	Cytosol
EFCAB2	Cytosol
EHD1	Cytosol
EHD2	Cytosol
EHD3	Cytosol
EHD4	Cytosol
EID1	Cytosol
EIF1	Cytosol
EIF2AK1	Cytosol
EIF2B3	Cytosol
EIF2B4	Cytosol
EIF2B5	Cytosol
EIF2D	Cytosol
EIF2S1	Cytosol
EIF2S2	Cytosol
EIF2S3	Cytosol
EIF3B	Cytosol
EIF3D	Cytosol
EIF3E	Cytosol
EIF3G	Cytosol
EIF3H	Cytosol
EIF3J	Cytosol
EIF3K	Cytosol
EIF3M	Cytosol
EIF4A1	Cytosol
EIF4E	Cytosol
EIF4E2	Cytosol
EIF4EBP1	Cytosol
EIF4G1	Cytosol
EIF4G2	Cytosol
EIF4G3	Cytosol
EIF5A2	Cytosol
EIF5B	Cytosol
ELMOD3	Cytosol
ELP2	Cytosol
ELP3	Cytosol
ELP6	Cytosol
EML1	Cytosol
EML2	Cytosol
ENO2	Cytosol
ENOSF1	Cytosol
EPHX2	Cytosol
EPM2A	Cytosol
EPN1	Cytosol
EPPK1	Cytosol
EPRS	Cytosol
EPS15	Cytosol
EPS15L1	Cytosol
EPS8	Cytosol
EPS8L1	Cytosol
EPS8L2	Cytosol
ERCC6L2	Cytosol
ERCC8	Cytosol
ERI3	Cytosol
ERRFI1	Cytosol
ESD	Cytosol
ESPL1	Cytosol
ESPN	Cytosol
ESRP1	Cytosol
ETNK1	Cytosol
ETS2	Cytosol
EVI5	Cytosol
EVI5L	Cytosol
EVL	Cytosol
EVPL	Cytosol
EXOC1	Cytosol
EXOC2	Cytosol
EXOC3	Cytosol
EXOC4	Cytosol
EXOC5	Cytosol
EXOC6	Cytosol
EXOC6B	Cytosol
EXOC7	Cytosol
EXOC8	Cytosol
EYA2	Cytosol
FABP5	Cytosol
FABP6	Cytosol
FADD	Cytosol
FAF1	Cytosol
FAHD2A	Cytosol
FAM102B	Cytosol
FAM109A	Cytosol
FAM109B	Cytosol
FAM110A	Cytosol
FAM110B	Cytosol
FAM114A1	Cytosol
FAM115A	Cytosol
FAM115C	Cytosol
FAM117A	Cytosol
FAM117B	Cytosol
FAM120B	Cytosol
FAM13B	Cytosol
FAM160A1	Cytosol
FAM160B2	Cytosol
FAM179B	Cytosol
FAM188A	Cytosol
FAM188B	Cytosol
FAM195A	Cytosol
FAM195B	Cytosol
FAM200A	Cytosol
FAM213B	Cytosol
FAM21A	Cytosol
FAM21B	Cytosol
FAM21C	Cytosol
FAM221A	Cytosol
FAM222B	Cytosol
FAM45A	Cytosol
FAM49B	Cytosol
FAM53B	Cytosol
FAM53C	Cytosol
FAM63A	Cytosol
FAM63B	Cytosol
FAM83D	Cytosol
FAM84A	Cytosol
FAM84B	Cytosol
FAM91A1	Cytosol
FAM92A1	Cytosol
FAM96B	Cytosol
FAM98C	Cytosol
FANCA	Cytosol
FANCG	Cytosol
FASN	Cytosol
FBLN1	Cytosol
FBP2	Cytosol
FBRSL1	Cytosol
FBXL18	Cytosol
FBXL3	Cytosol
FBXL8	Cytosol
FBXO17	Cytosol
FBXO2	Cytosol
FBXO21	Cytosol
FBXO31	Cytosol
FBXO4	Cytosol
FBXO43	Cytosol
FBXO44	Cytosol
FBXO45	Cytosol
FBXO5	Cytosol
FBXO6	Cytosol
FBXO7	Cytosol
FBXW11	Cytosol
FBXW9	Cytosol
FCHO1	Cytosol
FCHO2	Cytosol
FCN3	Cytosol
FEM1A	Cytosol
FEM1B	Cytosol
FEM1C	Cytosol
FERMT2	Cytosol
FETUB	Cytosol
FEZ2	Cytosol
FGD3	Cytosol
FGD4	Cytosol
FGD6	Cytosol
FGF13	Cytosol
FGGY	Cytosol
FHAD1	Cytosol
FHL1	Cytosol
FHL2	Cytosol
FHL3	Cytosol
FIBP	Cytosol
FIG4	Cytosol
FILIP1L	Cytosol
FKBP15	Cytosol
FLAD1	Cytosol
FLII	Cytosol
FLNC	Cytosol
FMN1	Cytosol
FN3KRP	Cytosol
FNTA	Cytosol
FOPNL	Cytosol
FOSL1	Cytosol
FOXO1	Cytosol
FRMD4A	Cytosol
FSD1	Cytosol
FSD1L	Cytosol
FSTL4	Cytosol
FYCO1	Cytosol
GAB1	Cytosol
GAB2	Cytosol
GABARAPL2	Cytosol
GABBR2	Cytosol
GAK	Cytosol
GALM	Cytosol
GALT	Cytosol
GAMT	Cytosol
GAN	Cytosol
GAS2L1	Cytosol
GAS6	Cytosol
GBF1	Cytosol
GBP6	Cytosol
GC	Cytosol
GCA	Cytosol
GCFC2	Cytosol
GDPGP1	Cytosol
GEM	Cytosol
GET4	Cytosol
GFER	Cytosol
GFOD1	Cytosol
GFOD2	Cytosol
GFPT2	Cytosol
GGPS1	Cytosol
GID4	Cytosol
GID8	Cytosol
GIT1	Cytosol
GLI3	Cytosol
GLTP	Cytosol
GLTPD1	Cytosol
GMDS	Cytosol
GMFG	Cytosol
GMPR	Cytosol
GNE	Cytosol
GNL1	Cytosol
GNPDA1	Cytosol
GOPC	Cytosol
GPHN	Cytosol
GPN2	Cytosol
GPR137B	Cytosol
GPR64	Cytosol
GPS1	Cytosol
GPSM2	Cytosol
GRB10	Cytosol
GRB7	Cytosol
GRIP1	Cytosol
GSKIP	Cytosol
GSPT2	Cytosol
GSTCD	Cytosol
GSTM4	Cytosol
GSTO2	Cytosol
GSTT1	Cytosol
GTPBP1	Cytosol
GTSE1	Cytosol
GYG1	Cytosol
GYS1	Cytosol
GYS2	Cytosol
HABP2	Cytosol
HACE1	Cytosol
HAGHL	Cytosol
HAPLN3	Cytosol
HAUS1	Cytosol
HAUS2	Cytosol
HAUS5	Cytosol
HAUS7	Cytosol
HBS1L	Cytosol
HDAC10	Cytosol
HDAC6	Cytosol
HDDC3	Cytosol
HDHD2	Cytosol
HEATR2	Cytosol
HEATR3	Cytosol
HEATR5B	Cytosol
HEBP2	Cytosol
HECA	Cytosol
HECTD1	Cytosol
HECW1	Cytosol
HECW2	Cytosol
HENMT1	Cytosol
HERC3	Cytosol
HEXDC	Cytosol
HGS	Cytosol
HID1	Cytosol
HIF1A	Cytosol
HIF1AN	Cytosol
HIP1R	Cytosol
HIPK1	Cytosol
HIPK3	Cytosol
HIVEP2	Cytosol
HK2	Cytosol
HLCS	Cytosol
HN1	Cytosol
HN1L	Cytosol
HNRNPA1L2	Cytosol
HOMER1	Cytosol
HOMER2	Cytosol
HOMER3	Cytosol
HOOK1	Cytosol
HOOK2	Cytosol
HPCAL1	Cytosol
HPGD	Cytosol
HPRT1	Cytosol
HPS4	Cytosol
HPX	Cytosol
HRG	Cytosol
HRSP12	Cytosol
HSH2D	Cytosol
HSPA12A	Cytosol
HSPA1L	Cytosol
HSPA2	Cytosol
HSPA6	Cytosol
HSPA8	Cytosol
HSPB11	Cytosol
HSPBAP1	Cytosol
HUWE1	Cytosol
HYI	Cytosol
HYKK	Cytosol
HYLS1	Cytosol
HYPK	Cytosol
ICA1L	Cytosol
ID2	Cytosol
ID3	Cytosol
IFFO2	Cytosol
IFI35	Cytosol
IFITM3	Cytosol
IFRD1	Cytosol
IFT122	Cytosol
IFT172	Cytosol
IFT43	Cytosol
IFT46	Cytosol
IFT52	Cytosol
IFT57	Cytosol
IFT74	Cytosol
IGBP1	Cytosol
IGFBPL1	Cytosol
IGHG3	Cytosol
IGJ	Cytosol
IKBKB	Cytosol
IL18	Cytosol
IL1RN	Cytosol
ILK	Cytosol
IMPA2	Cytosol
IMPDH2	Cytosol
INPP4B	Cytosol
INPP5B	Cytosol
INPP5E	Cytosol
INPP5J	Cytosol
IPMK	Cytosol
IPO11	Cytosol
IPO13	Cytosol
IPO5	Cytosol
IPO7	Cytosol
IPO8	Cytosol
IPP	Cytosol
IQCB1	Cytosol
IQGAP1	Cytosol
IQGAP2	Cytosol
IQGAP3	Cytosol
IQSEC1	Cytosol
IRF5	Cytosol
IRF6	Cytosol
IRGQ	Cytosol
ISG15	Cytosol
ISG20	Cytosol
ISOC1	Cytosol
ISPD	Cytosol
ISYNA1	Cytosol
ITCH	Cytosol
ITFG2	Cytosol
ITIH2	Cytosol
ITIH4	Cytosol
ITPK1	Cytosol
ITSN1	Cytosol
IVL	Cytosol
IVNS1ABP	Cytosol
JMJD4	Cytosol
JOSD2	Cytosol
KARS	Cytosol
KATNAL1	Cytosol
KATNAL2	Cytosol
KATNBL1	Cytosol
KAZN	Cytosol
KBTBD11	Cytosol
KBTBD2	Cytosol
KBTBD4	Cytosol
KBTBD6	Cytosol
